"","Start date","State","Duration of 'high' episode (weeks)","Weekly cases per 100K","Weekly hospital admissions per 100K","Percentage of inpatient beds occupied by COVID-19 patients","Weekly deaths per 100K 21 days after start","type","max","check_bound","check_bound2","zeke_time_0","zeke_lt_eq3","zeke_lt_eq6","time_to_zeke"
"172",2022-02-16,"Wisconsin",1,221,16.3333753547056,12.0590196424974,3.78,"End",6.09,FALSE,FALSE,TRUE,TRUE,TRUE,0
"173",2022-02-16,"Wyoming",1,321,20.0428848622656,12.5877387879132,1.4,"End",5.04,FALSE,FALSE,TRUE,TRUE,TRUE,0
"174",2022-02-23,"Arizona",1,200,19.000601342242,11.1140642487578,6.16,"End",8.96,FALSE,FALSE,TRUE,TRUE,TRUE,0
"175",2022-02-23,"Arkansas",1,222,21.3068840786214,11.874553661088,6.65,"End",8.96,FALSE,FALSE,TRUE,TRUE,TRUE,0
"176",2022-02-23,"Maine",1,568,9.15034235671159,10.6792909252129,2.31,"End",8.4,FALSE,FALSE,TRUE,TRUE,TRUE,0
"177",2022-02-23,"New Mexico",1,207,12.876586502762,12.1605123807465,4.27,"End",8.82,FALSE,FALSE,TRUE,TRUE,TRUE,0
"178",2022-02-23,"North Carolina",1,251,13.7298671520937,13.0256725715503,1.33,"End",5.53,FALSE,FALSE,TRUE,TRUE,TRUE,0
"179",2022-02-23,"Oklahoma",1,161,21.0009120612711,12.6668209010452,6.65,"End",8.61,FALSE,FALSE,TRUE,TRUE,TRUE,0
"180",2022-02-23,"South Carolina",1,225,13.4208270259331,10.5064693829347,3.08,"End",8.82,FALSE,FALSE,TRUE,TRUE,TRUE,0
"181",2022-02-23,"Tennessee",1,255,16.327011143661,13.4237551962426,9.73,"End",9.73,FALSE,FALSE,TRUE,TRUE,TRUE,0
"182",2022-02-23,"Vermont",1,226,11.0578872383968,6.02929848232523,0.14,"End",3.22,FALSE,FALSE,TRUE,TRUE,TRUE,0
"183",2022-03-02,"Idaho",1,576,6.43513246580287,10.62941732378,1.47,"End",7.7,FALSE,FALSE,TRUE,TRUE,TRUE,0
"184",2022-03-02,"Kentucky",1,252,15.9814740246209,10.7734423785431,5.88,"End",8.96,FALSE,FALSE,TRUE,TRUE,TRUE,0
"185",2022-03-02,"West Virginia",1,270,22.2637986727651,13.4753435473053,3.22,"End",12.32,FALSE,FALSE,TRUE,TRUE,TRUE,0
"186",2022-03-09,"Montana",1,310,10.2921280191022,4.61138228533655,0.84,"End",5.88,FALSE,FALSE,TRUE,TRUE,TRUE,0
"187",2022-05-04,"Maine",1,370,10.786988957099,7.1457055163414,0.63,"End",0.63,FALSE,TRUE,TRUE,TRUE,NA,0
"188",2022-05-18,"Maine",1,320,12.5724216120671,10.0398024020174,NA,"End",2.59,FALSE,FALSE,FALSE,NA,NA,NA
"189",2022-05-18,"Rhode Island",1,542,10.5724111044299,4.12188405784094,NA,"End",0.49,FALSE,FALSE,TRUE,TRUE,NA,0
"190",2022-05-25,"Connecticut",1,284,13.0424282813698,6.24179668708004,NA,"End",1.12,FALSE,FALSE,FALSE,TRUE,NA,1
"191",2022-05-25,"Michigan",1,259,10.1533445407299,5.61990065008641,NA,"End",1.4,FALSE,FALSE,TRUE,TRUE,NA,0
"192",2022-05-25,"New Hampshire",1,257,12.6497468947445,4.86851830342132,NA,"End",1.33,FALSE,FALSE,TRUE,TRUE,NA,0
"193",2022-05-25,"Pennsylvania",1,232,10.4593122209369,4.9697407152806,NA,"End",1.33,FALSE,FALSE,TRUE,TRUE,NA,0
"194",2022-05-25,"Vermont",1,384,10.5771095323796,6.94160862729181,NA,"End",1.19,FALSE,FALSE,TRUE,TRUE,NA,0
